Source Folder ID,File Name,Mime Type,File ID,Web View Link,Direct Download Link,Created,Last Updated,Size (Bytes)
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,Sir Duke,video/quicktime,1HyLXk49HglMEgixo3tYG6BvCElAADanY,https://drive.google.com/file/d/1HyLXk49HglMEgixo3tYG6BvCElAADanY/view,https://drive.google.com/uc?export=download&id=1HyLXk49HglMEgixo3tYG6BvCElAADanY,6/23/2022,7/19/2023,80651265
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,A. Sir Duke - Big Sur Wedding,video/mp4,11H9lXCXeQDMcf3bvrvFfVaChoxUpkSZQ,https://drive.google.com/file/d/11H9lXCXeQDMcf3bvrvFfVaChoxUpkSZQ/view,https://drive.google.com/uc?export=download&id=11H9lXCXeQDMcf3bvrvFfVaChoxUpkSZQ,1/26/2022,7/19/2023,24225457
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,D Trumpet VS Sax.Mov,video/quicktime,1f5W8j26uTzzEymi7Vqr51GY2K6tcE3nj,https://drive.google.com/file/d/1f5W8j26uTzzEymi7Vqr51GY2K6tcE3nj/view,https://drive.google.com/uc?export=download&id=1f5W8j26uTzzEymi7Vqr51GY2K6tcE3nj,7/19/2023,7/19/2023,104691095
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,B September .mov,video/quicktime,18lH8U44G-2aOF7g5O--0Z0P1Svhu960V,https://drive.google.com/file/d/18lH8U44G-2aOF7g5O--0Z0P1Svhu960V/view,https://drive.google.com/uc?export=download&id=18lH8U44G-2aOF7g5O--0Z0P1Svhu960V,7/19/2023,7/19/2023,100772370
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,Don't Stop Believing (Wedding),video/quicktime,1PAwD1vTcjQNvOsbIDin1J7ZqgHe00q_Q,https://drive.google.com/file/d/1PAwD1vTcjQNvOsbIDin1J7ZqgHe00q_Q/view,https://drive.google.com/uc?export=download&id=1PAwD1vTcjQNvOsbIDin1J7ZqgHe00q_Q,6/23/2022,6/23/2022,79654231
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,Paso Robles Wedding,video/quicktime,1bnwA4p9YmczduyyRLFMcnLAv5ZlCK60L,https://drive.google.com/file/d/1bnwA4p9YmczduyyRLFMcnLAv5ZlCK60L/view,https://drive.google.com/uc?export=download&id=1bnwA4p9YmczduyyRLFMcnLAv5ZlCK60L,6/23/2022,6/23/2022,15116242
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,Talking Heads (First Dance),video/quicktime,1C6CINV2jMZlL_fEeZKKArBWQuzhzqqbg,https://drive.google.com/file/d/1C6CINV2jMZlL_fEeZKKArBWQuzhzqqbg/view,https://drive.google.com/uc?export=download&id=1C6CINV2jMZlL_fEeZKKArBWQuzhzqqbg,6/23/2022,6/23/2022,38093677
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,Jungle Boogie ,video/quicktime,1vc4qthL91Kd18oGk_-6zT10pRZOSI1z5,https://drive.google.com/file/d/1vc4qthL91Kd18oGk_-6zT10pRZOSI1z5/view,https://drive.google.com/uc?export=download&id=1vc4qthL91Kd18oGk_-6zT10pRZOSI1z5,1/28/2022,1/28/2022,137414421
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,Beyonce - Crazy In Love,video/quicktime,1WgKa_7AiOl-_evvkQYNUm-25sYOGNyz_,https://drive.google.com/file/d/1WgKa_7AiOl-_evvkQYNUm-25sYOGNyz_/view,https://drive.google.com/uc?export=download&id=1WgKa_7AiOl-_evvkQYNUm-25sYOGNyz_,1/28/2022,1/28/2022,116270902
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,Frank Sinatra - SB Wedding,video/quicktime,1JcfD_Nkz8mlAy4OYx0IC6O_mnF_lZl5g,https://drive.google.com/file/d/1JcfD_Nkz8mlAy4OYx0IC6O_mnF_lZl5g/view,https://drive.google.com/uc?export=download&id=1JcfD_Nkz8mlAy4OYx0IC6O_mnF_lZl5g,1/26/2022,1/26/2022,138086538
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,California Love - Big Sur Wedding,video/quicktime,1EYNlt9szVQ9Fifiu2dJDoqVZqi-kEP9t,https://drive.google.com/file/d/1EYNlt9szVQ9Fifiu2dJDoqVZqi-kEP9t/view,https://drive.google.com/uc?export=download&id=1EYNlt9szVQ9Fifiu2dJDoqVZqi-kEP9t,1/26/2022,1/26/2022,118957708
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,Sax Solo SB Wedding,video/quicktime,1A6J8R7yMvDtU9tBciHHlu8huU9P5KeFV,https://drive.google.com/file/d/1A6J8R7yMvDtU9tBciHHlu8huU9P5KeFV/view,https://drive.google.com/uc?export=download&id=1A6J8R7yMvDtU9tBciHHlu8huU9P5KeFV,1/26/2022,1/26/2022,94795881
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,Johny Cash ,video/quicktime,1gHokWcX2lnM7u7QbImhw7ZU_1ArnrJch,https://drive.google.com/file/d/1gHokWcX2lnM7u7QbImhw7ZU_1ArnrJch/view,https://drive.google.com/uc?export=download&id=1gHokWcX2lnM7u7QbImhw7ZU_1ArnrJch,1/26/2022,1/26/2022,101590368
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,Get Lucky,video/quicktime,1MXqPFJz3_6GztRqbLxjcFFZ4hp2499Ml,https://drive.google.com/file/d/1MXqPFJz3_6GztRqbLxjcFFZ4hp2499Ml/view,https://drive.google.com/uc?export=download&id=1MXqPFJz3_6GztRqbLxjcFFZ4hp2499Ml,1/26/2022,1/26/2022,288230230
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,James Brown,video/quicktime,1rZLcaIE2ZjA2OzheMKcisrUlk-1hgF8h,https://drive.google.com/file/d/1rZLcaIE2ZjA2OzheMKcisrUlk-1hgF8h/view,https://drive.google.com/uc?export=download&id=1rZLcaIE2ZjA2OzheMKcisrUlk-1hgF8h,1/26/2022,1/26/2022,96209294
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,Tennessee Whiskey - SB Wedding ,video/quicktime,1pUgAj4bQxbL8CURj-mDkd2o1SH9pzNN1,https://drive.google.com/file/d/1pUgAj4bQxbL8CURj-mDkd2o1SH9pzNN1/view,https://drive.google.com/uc?export=download&id=1pUgAj4bQxbL8CURj-mDkd2o1SH9pzNN1,1/26/2022,1/26/2022,105858225
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,Marvin Gaye - SB Wedding ,video/quicktime,1JxfxAT9fmUnGPtdFO7ykQx-OOwQH5_YK,https://drive.google.com/file/d/1JxfxAT9fmUnGPtdFO7ykQx-OOwQH5_YK/view,https://drive.google.com/uc?export=download&id=1JxfxAT9fmUnGPtdFO7ykQx-OOwQH5_YK,1/26/2022,1/26/2022,94111552
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,Santa Barbara Wedding,video/quicktime,1mrDzdBGu9YKCZcRBR5Vh0_ngMLJOAnUy,https://drive.google.com/file/d/1mrDzdBGu9YKCZcRBR5Vh0_ngMLJOAnUy/view,https://drive.google.com/uc?export=download&id=1mrDzdBGu9YKCZcRBR5Vh0_ngMLJOAnUy,1/26/2022,1/26/2022,79658764
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE,Pick Up The Pieces,video/quicktime,1107D6aa01NhpfdyKCNEtez73qkS9OXvr,https://drive.google.com/file/d/1107D6aa01NhpfdyKCNEtez73qkS9OXvr/view,https://drive.google.com/uc?export=download&id=1107D6aa01NhpfdyKCNEtez73qkS9OXvr,1/26/2022,1/26/2022,85381720
