Source Folder ID	File Name	Mime Type	File ID	Web View Link	Direct Download Link	Created	Last Updated	Size (Bytes)	Width (px)	Height (px)	Orientation
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE	Paso Robles Wedding	video/quicktime	1bnwA4p9YmczduyyRLFMcnLAv5ZlCK60L	https://drive.google.com/file/d/1bnwA4p9YmczduyyRLFMcnLAv5ZlCK60L/view	https://drive.google.com/uc?export=download&id=1bnwA4p9YmczduyyRLFMcnLAv5ZlCK60L	2022-06-23T08:39:00.222Z	2022-06-23T09:07:45.957Z	15116242	368	656	Portrait
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE	Talking Heads (First Dance)	video/quicktime	1C6CINV2jMZlL_fEeZKKArBWQuzhzqqbg	https://drive.google.com/file/d/1C6CINV2jMZlL_fEeZKKArBWQuzhzqqbg/view	https://drive.google.com/uc?export=download&id=1C6CINV2jMZlL_fEeZKKArBWQuzhzqqbg	2022-06-23T08:39:31.587Z	2022-06-23T09:07:13.943Z	38093677	1080	1920	Portrait
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE	Jungle Boogie 	video/quicktime	1vc4qthL91Kd18oGk_-6zT10pRZOSI1z5	https://drive.google.com/file/d/1vc4qthL91Kd18oGk_-6zT10pRZOSI1z5/view	https://drive.google.com/uc?export=download&id=1vc4qthL91Kd18oGk_-6zT10pRZOSI1z5	2022-01-28T13:05:54.655Z	2022-01-28T13:06:23.669Z	137414421	1920	1080	Landscape
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE	Beyonce - Crazy In Love	video/quicktime	1WgKa_7AiOl-_evvkQYNUm-25sYOGNyz_	https://drive.google.com/file/d/1WgKa_7AiOl-_evvkQYNUm-25sYOGNyz_/view	https://drive.google.com/uc?export=download&id=1WgKa_7AiOl-_evvkQYNUm-25sYOGNyz_	2022-01-28T12:41:48.193Z	2022-01-28T12:42:39.370Z	116270902	1920	1080	Landscape
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE	Frank Sinatra - SB Wedding	video/quicktime	1JcfD_Nkz8mlAy4OYx0IC6O_mnF_lZl5g	https://drive.google.com/file/d/1JcfD_Nkz8mlAy4OYx0IC6O_mnF_lZl5g/view	https://drive.google.com/uc?export=download&id=1JcfD_Nkz8mlAy4OYx0IC6O_mnF_lZl5g	2022-01-27T03:44:59.060Z	2022-01-27T03:51:06.996Z	138086538	1522	1080	Landscape
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE	California Love - Big Sur Wedding	video/quicktime	1EYNlt9szVQ9Fifiu2dJDoqVZqi-kEP9t	https://drive.google.com/file/d/1EYNlt9szVQ9Fifiu2dJDoqVZqi-kEP9t/view	https://drive.google.com/uc?export=download&id=1EYNlt9szVQ9Fifiu2dJDoqVZqi-kEP9t	2022-01-26T22:27:54.704Z	2022-01-26T22:53:19.352Z	118957708	1920	1080	Landscape
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE	Sax Solo SB Wedding	video/quicktime	1A6J8R7yMvDtU9tBciHHlu8huU9P5KeFV	https://drive.google.com/file/d/1A6J8R7yMvDtU9tBciHHlu8huU9P5KeFV/view	https://drive.google.com/uc?export=download&id=1A6J8R7yMvDtU9tBciHHlu8huU9P5KeFV	2022-01-26T22:51:59.526Z	2022-01-26T22:52:51.373Z	94795881	1920	1080	Landscape
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE	Johny Cash 	video/quicktime	1gHokWcX2lnM7u7QbImhw7ZU_1ArnrJch	https://drive.google.com/file/d/1gHokWcX2lnM7u7QbImhw7ZU_1ArnrJch/view	https://drive.google.com/uc?export=download&id=1gHokWcX2lnM7u7QbImhw7ZU_1ArnrJch	2022-01-26T22:26:14.120Z	2022-01-26T22:47:43.189Z	101590368	1920	1080	Landscape
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE	Get Lucky	video/quicktime	1MXqPFJz3_6GztRqbLxjcFFZ4hp2499Ml	https://drive.google.com/file/d/1MXqPFJz3_6GztRqbLxjcFFZ4hp2499Ml/view	https://drive.google.com/uc?export=download&id=1MXqPFJz3_6GztRqbLxjcFFZ4hp2499Ml	2022-01-26T22:33:16.256Z	2022-01-26T22:47:03.199Z	288230230	1920	1080	Landscape
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE	James Brown	video/quicktime	1rZLcaIE2ZjA2OzheMKcisrUlk-1hgF8h	https://drive.google.com/file/d/1rZLcaIE2ZjA2OzheMKcisrUlk-1hgF8h/view	https://drive.google.com/uc?export=download&id=1rZLcaIE2ZjA2OzheMKcisrUlk-1hgF8h	2022-01-26T22:29:11.078Z	2022-01-26T22:36:00.874Z	96209294	1920	1080	Landscape
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE	Tennessee Whiskey - SB Wedding 	video/quicktime	1pUgAj4bQxbL8CURj-mDkd2o1SH9pzNN1	https://drive.google.com/file/d/1pUgAj4bQxbL8CURj-mDkd2o1SH9pzNN1/view	https://drive.google.com/uc?export=download&id=1pUgAj4bQxbL8CURj-mDkd2o1SH9pzNN1	2022-01-26T22:08:43.988Z	2022-01-26T22:11:26.744Z	105858225	1920	1080	Landscape
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE	Marvin Gaye - SB Wedding 	video/quicktime	1JxfxAT9fmUnGPtdFO7ykQx-OOwQH5_YK	https://drive.google.com/file/d/1JxfxAT9fmUnGPtdFO7ykQx-OOwQH5_YK/view	https://drive.google.com/uc?export=download&id=1JxfxAT9fmUnGPtdFO7ykQx-OOwQH5_YK	2022-01-26T21:55:47.386Z	2022-01-26T21:59:56.947Z	94111552	1920	1080	Landscape
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE	Santa Barbara Wedding	video/quicktime	1mrDzdBGu9YKCZcRBR5Vh0_ngMLJOAnUy	https://drive.google.com/file/d/1mrDzdBGu9YKCZcRBR5Vh0_ngMLJOAnUy/view	https://drive.google.com/uc?export=download&id=1mrDzdBGu9YKCZcRBR5Vh0_ngMLJOAnUy	2022-01-26T21:33:26.887Z	2022-01-26T21:48:39.641Z	79658764	514	788	Portrait
10y_rq9wbpuwr6UkcCQdTdPhnjlTsnbCE	Pick Up The Pieces	video/quicktime	1107D6aa01NhpfdyKCNEtez73qkS9OXvr	https://drive.google.com/file/d/1107D6aa01NhpfdyKCNEtez73qkS9OXvr/view	https://drive.google.com/uc?export=download&id=1107D6aa01NhpfdyKCNEtez73qkS9OXvr	2022-01-26T21:36:30.403Z	2022-01-26T21:38:46.775Z	85381720	1638	942	Landscape
